"Year Month","State","Industry","Suspicious Activity","Instrument","Count"
"2013 ","Nebraska","Insurance Company","Identity Theft","Personal/Business Check","2"
"2013 ","Nebraska","Insurance Company","Identity Theft","[Total]","3"
"2013 ","Nebraska","Insurance Company","Mail","Personal/Business Check","2"
"2013 ","Nebraska","Insurance Company","Mail","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Mail","[Total]","3"
"2013 ","Nebraska","Insurance Company","Misuse of "Free Look"/Cooling-Off/Right of Rescission","Personal/Business Check","2"
"2013 ","Nebraska","Insurance Company","Misuse of "Free Look"/Cooling-Off/Right of Rescission","[Total]","2"
"2013 ","Nebraska","Insurance Company","Misuse of Position or Self-Dealing","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Misuse of Position or Self-Dealing","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Misuse of Position or Self-Dealing","[Total]","2"
"2013 ","Nebraska","Insurance Company","Multiple Individuals with Same or Similar Identities","Money Orders","1"
"2013 ","Nebraska","Insurance Company","Multiple Individuals with Same or Similar Identities","[Total]","1"
"2013 ","Nebraska","Insurance Company","Other Fraud (Type)","Personal/Business Check","2"
"2013 ","Nebraska","Insurance Company","Other Fraud (Type)","[Total]","2"
"2013 ","Nebraska","Insurance Company","Other Insurance","Bank/Cashier's Check","2"
"2013 ","Nebraska","Insurance Company","Other Insurance","Money Orders","2"
"2013 ","Nebraska","Insurance Company","Other Insurance","Personal/Business Check","3"
"2013 ","Nebraska","Insurance Company","Other Insurance","U.S. Currency","2"
"2013 ","Nebraska","Insurance Company","Other Insurance","[Total]","9"
"2013 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Money Orders","1"
"2013 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Personal/Business Check","3"
"2013 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","5"
"2013 ","Nebraska","Insurance Company","Provided Questionable or False Documentation","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Provided Questionable or False Documentation","Personal/Business Check","4"
"2013 ","Nebraska","Insurance Company","Provided Questionable or False Documentation","[Total]","5"
"2013 ","Nebraska","Insurance Company","Pyramid Scheme","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Pyramid Scheme","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Pyramid Scheme","[Total]","2"
"2013 ","Nebraska","Insurance Company","Single Individual with Multiple Identities","Bank/Cashier's Check","1"
"2013 ","Nebraska","Insurance Company","Single Individual with Multiple Identities","Money Orders","2"
"2013 ","Nebraska","Insurance Company","Single Individual with Multiple Identities","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Single Individual with Multiple Identities","[Total]","4"
"2013 ","Nebraska","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","3"
"2013 ","Nebraska","Insurance Company","Suspicion Concerning the Source of Funds","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Suspicion Concerning the Source of Funds","Money Orders","3"
"2013 ","Nebraska","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","4"
"2013 ","Nebraska","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","12"
"2013 ","Nebraska","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","Bank/Cashier's Check","1"
"2013 ","Nebraska","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","Money Orders","2"
"2013 ","Nebraska","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","Personal/Business Check","3"
"2013 ","Nebraska","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","U.S. Currency","2"
"2013 ","Nebraska","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","[Total]","9"
"2013 ","Nebraska","Insurance Company","Suspicious EFT/Wire Transfers","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Suspicious EFT/Wire Transfers","Personal/Business Check","2"
"2013 ","Nebraska","Insurance Company","Suspicious EFT/Wire Transfers","[Total]","3"
"2013 ","Nebraska","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","[Total]","2"
"2013 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","Personal/Business Check","4"
"2013 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","5"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Multiple Accounts","Bank/Cashier's Check","1"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Multiple Accounts","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Multiple Accounts","Personal/Business Check","3"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Multiple Accounts","[Total]","5"
"2013 ","Nebraska","Insurance Company","Suspicious use of multiple transaction locations","Bank/Cashier's Check","2"
"2013 ","Nebraska","Insurance Company","Suspicious use of multiple transaction locations","Money Orders","1"
"2013 ","Nebraska","Insurance Company","Suspicious use of multiple transaction locations","[Total]","3"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","2"
"2013 ","Nebraska","Insurance Company","Transaction Out of Pattern for Customer(s)","Bank/Cashier's Check","1"
"2013 ","Nebraska","Insurance Company","Transaction Out of Pattern for Customer(s)","Personal/Business Check","2"
"2013 ","Nebraska","Insurance Company","Transaction Out of Pattern for Customer(s)","[Total]","3"
"2013 ","Nebraska","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Bank/Cashier's Check","2"
"2013 ","Nebraska","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Money Orders","1"
"2013 ","Nebraska","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","5"
"2013 ","Nebraska","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Bank/Cashier's Check","1"
"2013 ","Nebraska","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Money Orders","2"
"2013 ","Nebraska","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","3"
"2013 ","Nebraska","Insurance Company","Two or More Individuals Working Together","Bank/Cashier's Check","1"
"2013 ","Nebraska","Insurance Company","Two or More Individuals Working Together","Money Orders","2"
"2013 ","Nebraska","Insurance Company","Two or More Individuals Working Together","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Two or More Individuals Working Together","[Total]","4"
"2013 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","U.S. Currency","1"
"2013 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","[Total]","2"
"2013 ","Nebraska","Insurance Company","Wire","Funds Transfer","1"
"2013 ","Nebraska","Insurance Company","Wire","Personal/Business Check","1"
"2013 ","Nebraska","Insurance Company","Wire","[Total]","2"
"2013 ","Nebraska","Insurance Company","[Total]","[Total]","120"
"2013 ","Nevada","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Bank/Cashier's Check","1"
"2013 ","Nevada","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Personal/Business Check","1"
"2013 ","Nevada","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","2"
"2013 ","Nevada","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Bank/Cashier's Check","1"
"2013 ","Nevada","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Personal/Business Check","1"
"2013 ","Nevada","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","[Total]","2"
"2013 ","Nevada","Insurance Company","Transaction Out of Pattern for Customer(s)","Bank/Cashier's Check","1"
"2013 ","Nevada","Insurance Company","Transaction Out of Pattern for Customer(s)","Personal/Business Check","1"
"2013 ","Nevada","Insurance Company","Transaction Out of Pattern for Customer(s)","[Total]","2"
"2013 ","Nevada","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Bank/Cashier's Check","1"
"2013 ","Nevada","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Personal/Business Check","1"
"2013 ","Nevada","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","2"
"2013 ","Nevada","Insurance Company","[Total]","[Total]","8"
"2013 ","New Hampshire","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Personal/Business Check","1"
"2013 ","New Hampshire","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","1"
"2013 ","New Hampshire","Insurance Company","Other Insurance","Money Orders","1"
"2013 ","New Hampshire","Insurance Company","Other Insurance","Personal/Business Check","1"
"2013 ","New Hampshire","Insurance Company","Other Insurance","[Total]","2"
"2013 ","New Hampshire","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Money Orders","1"
"2013 ","New Hampshire","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Personal/Business Check","1"
"2013 ","New Hampshire","Insurance Company","Suspicious Use of Noncash Monetary Instruments","[Total]","2"
"2013 ","New Hampshire","Insurance Company","Transaction Out of Pattern for Customer(s)","Money Orders","1"
"2013 ","New Hampshire","Insurance Company","Transaction Out of Pattern for Customer(s)","Personal/Business Check","2"
"2013 ","New Hampshire","Insurance Company","Transaction Out of Pattern for Customer(s)","[Total]","3"
"2013 ","New Hampshire","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Money Orders","1"
"2013 ","New Hampshire","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Personal/Business Check","1"
"2013 ","New Hampshire","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","2"
"2013 ","New Hampshire","Insurance Company","[Total]","[Total]","10"
"2013 ","New Jersey","Insurance Company","ACH","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","ACH","[Total]","1"
"2013 ","New Jersey","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Bank/Cashier's Check","1"
"2013 ","New Jersey","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Money Orders","7"
"2013 ","New Jersey","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Personal/Business Check","8"
"2013 ","New Jersey","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","U.S. Currency","2"
"2013 ","New Jersey","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","[Total]","18"
"2013 ","New Jersey","Insurance Company","Check","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Check","Personal/Business Check","7"
"2013 ","New Jersey","Insurance Company","Check","[Total]","8"
"2013 ","New Jersey","Insurance Company","Elder Financial Exploitation","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Elder Financial Exploitation","Personal/Business Check","3"
"2013 ","New Jersey","Insurance Company","Elder Financial Exploitation","[Total]","4"
"2013 ","New Jersey","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Funds Transfer","2"
"2013 ","New Jersey","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Personal/Business Check","8"
"2013 ","New Jersey","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","10"
"2013 ","New Jersey","Insurance Company","Excessive Insurance","Personal/Business Check","2"
"2013 ","New Jersey","Insurance Company","Excessive Insurance","U.S. Currency","2"
"2013 ","New Jersey","Insurance Company","Excessive Insurance","[Total]","4"
"2013 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Personal/Business Check","1"
"2013 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","1"
"2013 ","New Jersey","Insurance Company","Forgeries","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Forgeries","Personal/Business Check","7"
"2013 ","New Jersey","Insurance Company","Forgeries","[Total]","8"
"2013 ","New Jersey","Insurance Company","Identity Theft","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Identity Theft","Personal/Business Check","6"
"2013 ","New Jersey","Insurance Company","Identity Theft","[Total]","7"
"2013 ","New Jersey","Insurance Company","Other Insurance","Money Orders","5"
"2013 ","New Jersey","Insurance Company","Other Insurance","Personal/Business Check","6"
"2013 ","New Jersey","Insurance Company","Other Insurance","[Total]","11"
"2013 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Personal/Business Check","1"
"2013 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","1"
"2013 ","New Jersey","Insurance Company","Pyramid Scheme","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Pyramid Scheme","Other","1"
"2013 ","New Jersey","Insurance Company","Pyramid Scheme","Personal/Business Check","2"
"2013 ","New Jersey","Insurance Company","Pyramid Scheme","[Total]","4"
"2013 ","New Jersey","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","1"
"2013 ","New Jersey","Insurance Company","Suspicion Concerning the Source of Funds","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Suspicion Concerning the Source of Funds","Other","2"
"2013 ","New Jersey","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","5"
"2013 ","New Jersey","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","9"
"2013 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","Personal/Business Check","1"
"2013 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","1"
"2013 ","New Jersey","Insurance Company","Suspicious Use of Multiple Accounts","Bank/Cashier's Check","1"
"2013 ","New Jersey","Insurance Company","Suspicious Use of Multiple Accounts","Personal/Business Check","1"
"2013 ","New Jersey","Insurance Company","Suspicious Use of Multiple Accounts","[Total]","2"
"2013 ","New Jersey","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Personal/Business Check","2"
"2013 ","New Jersey","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","U.S. Currency","2"
"2013 ","New Jersey","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","4"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Bank/Cashier's Check","2"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Money Orders","1"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Other","1"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","4"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below CTR Threshold","Bank/Cashier's Check","1"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below CTR Threshold","Other","1"
"2013 ","New Jersey","Insurance Company","Transaction(s) Below CTR Threshold","[Total]","2"
"2013 ","New Jersey","Insurance Company","Two or More Individuals Working Together","Personal/Business Check","2"
"2013 ","New Jersey","Insurance Company","Two or More Individuals Working Together","[Total]","2"
"2013 ","New Jersey","Insurance Company","Wire","Funds Transfer","1"
"2013 ","New Jersey","Insurance Company","Wire","Personal/Business Check","1"
"2013 ","New Jersey","Insurance Company","Wire","[Total]","2"
"2013 ","New Jersey","Insurance Company","[Total]","[Total]","103"
"2013 ","New York","Insurance Company","ACH","Funds Transfer","1"
"2013 ","New York","Insurance Company","ACH","[Total]","1"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Bank/Cashier's Check","2"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Money Orders","55"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Personal/Business Check","72"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","U.S. Currency","44"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","[Total]","173"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","Bank/Cashier's Check","1"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","Money Orders","1"
"2013 ","New York","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","[Total]","2"
"2013 ","New York","Insurance Company","Check","Bank/Cashier's Check","6"
"2013 ","New York","Insurance Company","Check","Funds Transfer","18"
"2013 ","New York","Insurance Company","Check","Personal/Business Check","35"
"2013 ","New York","Insurance Company","Check","[Total]","59"
"2013 ","New York","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Funds Transfer","1"
"2013 ","New York","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","2"
"2013 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Funds Transfer","1"
"2013 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Money Orders","1"
"2013 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Other","2"
"2013 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Personal/Business Check","3"
"2013 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","U.S. Currency","1"
"2013 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","8"
"2013 ","New York","Insurance Company","Identity Theft","Funds Transfer","1"
"2013 ","New York","Insurance Company","Identity Theft","[Total]","1"
"2013 ","New York","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Funds Transfer","1"
"2013 ","New York","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","[Total]","1"
"2013 ","New York","Insurance Company","Mail","Bank/Cashier's Check","6"
"2013 ","New York","Insurance Company","Mail","Funds Transfer","35"
"2013 ","New York","Insurance Company","Mail","Personal/Business Check","43"
"2013 ","New York","Insurance Company","Mail","U.S. Currency","2"
"2013 ","New York","Insurance Company","Mail","[Total]","86"
"2013 ","New York","Insurance Company","Other Insurance","Bank/Cashier's Check","6"
"2013 ","New York","Insurance Company","Other Insurance","Funds Transfer","35"
"2013 ","New York","Insurance Company","Other Insurance","Money Orders","16"
"2013 ","New York","Insurance Company","Other Insurance","Other","1"
"2013 ","New York","Insurance Company","Other Insurance","Personal/Business Check","63"
"2013 ","New York","Insurance Company","Other Insurance","U.S. Currency","13"
"2013 ","New York","Insurance Company","Other Insurance","[Total]","134"
"2013 ","New York","Insurance Company","Other Money Laundering","Other","2"
"2013 ","New York","Insurance Company","Other Money Laundering","Personal/Business Check","2"
"2013 ","New York","Insurance Company","Other Money Laundering","[Total]","4"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","Bank/Cashier's Check","3"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","Foreign Currency","3"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","Funds Transfer","2"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","Other","5"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","Personal/Business Check","4"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","U.S. Currency","2"
"2013 ","New York","Insurance Company","Other Other Suspicious Activities","[Total]","19"
"2013 ","New York","Insurance Company","Other Structuring","Bank/Cashier's Check","1"
"2013 ","New York","Insurance Company","Other Structuring","Money Orders","7"
"2013 ","New York","Insurance Company","Other Structuring","Other","3"
"2013 ","New York","Insurance Company","Other Structuring","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Other Structuring","[Total]","12"
"2013 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Bank/Cashier's Check","7"
"2013 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Funds Transfer","38"
"2013 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Personal/Business Check","44"
"2013 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","U.S. Currency","2"
"2013 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","91"
"2013 ","New York","Insurance Company","Provided Questionable or False Documentation","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Provided Questionable or False Documentation","[Total]","1"
"2013 ","New York","Insurance Company","Single Individual with Multiple Identities","Funds Transfer","1"
"2013 ","New York","Insurance Company","Single Individual with Multiple Identities","[Total]","1"
"2013 ","New York","Insurance Company","Suspected Public/Private Corruption (Foreign)","Other","1"
"2013 ","New York","Insurance Company","Suspected Public/Private Corruption (Foreign)","[Total]","1"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","7"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","Funds Transfer","42"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","Money Orders","1"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","Other","12"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","46"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","2"
"2013 ","New York","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","110"
"2013 ","New York","Insurance Company","Suspicious EFT/Wire Transfers","Funds Transfer","25"
"2013 ","New York","Insurance Company","Suspicious EFT/Wire Transfers","Other","10"
"2013 ","New York","Insurance Company","Suspicious EFT/Wire Transfers","Personal/Business Check","13"
"2013 ","New York","Insurance Company","Suspicious EFT/Wire Transfers","U.S. Currency","2"
"2013 ","New York","Insurance Company","Suspicious EFT/Wire Transfers","[Total]","50"
"2013 ","New York","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","U.S. Currency","1"
"2013 ","New York","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","[Total]","2"
"2013 ","New York","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","Bank/Cashier's Check","4"
"2013 ","New York","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","Funds Transfer","24"
"2013 ","New York","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","Personal/Business Check","35"
"2013 ","New York","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","[Total]","63"
"2013 ","New York","Insurance Company","Suspicious Use of Multiple Accounts","Funds Transfer","1"
"2013 ","New York","Insurance Company","Suspicious Use of Multiple Accounts","Other","1"
"2013 ","New York","Insurance Company","Suspicious Use of Multiple Accounts","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Suspicious Use of Multiple Accounts","[Total]","3"
"2013 ","New York","Insurance Company","Suspicious use of multiple transaction locations","Money Orders","7"
"2013 ","New York","Insurance Company","Suspicious use of multiple transaction locations","[Total]","7"
"2013 ","New York","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Bank/Cashier's Check","1"
"2013 ","New York","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Money Orders","1"
"2013 ","New York","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Suspicious Use of Noncash Monetary Instruments","U.S. Currency","1"
"2013 ","New York","Insurance Company","Suspicious Use of Noncash Monetary Instruments","[Total]","4"
"2013 ","New York","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Bank/Cashier's Check","6"
"2013 ","New York","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Funds Transfer","33"
"2013 ","New York","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Personal/Business Check","40"
"2013 ","New York","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","U.S. Currency","2"
"2013 ","New York","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","81"
"2013 ","New York","Insurance Company","Trade Based Money Laundering/Black Market Peso Exchange","Funds Transfer","2"
"2013 ","New York","Insurance Company","Trade Based Money Laundering/Black Market Peso Exchange","[Total]","2"
"2013 ","New York","Insurance Company","Transaction Out of Pattern for Customer(s)","Funds Transfer","2"
"2013 ","New York","Insurance Company","Transaction Out of Pattern for Customer(s)","Personal/Business Check","2"
"2013 ","New York","Insurance Company","Transaction Out of Pattern for Customer(s)","[Total]","4"
"2013 ","New York","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Funds Transfer","1"
"2013 ","New York","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Other","1"
"2013 ","New York","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Personal/Business Check","3"
"2013 ","New York","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","5"
"2013 ","New York","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Bank/Cashier's Check","10"
"2013 ","New York","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Funds Transfer","1"
"2013 ","New York","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Money Orders","224"
"2013 ","New York","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Personal/Business Check","42"
"2013 ","New York","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","U.S. Currency","11"
"2013 ","New York","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","288"
"2013 ","New York","Insurance Company","Transaction(s) Below CTR Threshold","Personal/Business Check","1"
"2013 ","New York","Insurance Company","Transaction(s) Below CTR Threshold","U.S. Currency","1"
"2013 ","New York","Insurance Company","Transaction(s) Below CTR Threshold","[Total]","2"
"2013 ","New York","Insurance Company","Two or More Individuals Working Together","Bank/Cashier's Check","5"
"2013 ","New York","Insurance Company","Two or More Individuals Working Together","Funds Transfer","36"
"2013 ","New York","Insurance Company","Two or More Individuals Working Together","Personal/Business Check","41"
"2013 ","New York","Insurance Company","Two or More Individuals Working Together","U.S. Currency","2"
"2013 ","New York","Insurance Company","Two or More Individuals Working Together","[Total]","84"
"2013 ","New York","Insurance Company","Wire","Bank/Cashier's Check","2"
"2013 ","New York","Insurance Company","Wire","Funds Transfer","34"
"2013 ","New York","Insurance Company","Wire","Personal/Business Check","18"
"2013 ","New York","Insurance Company","Wire","U.S. Currency","1"
"2013 ","New York","Insurance Company","Wire","[Total]","55"
"2013 ","New York","Insurance Company","[Total]","[Total]","1,356"
"2013 ","Ohio","Insurance Company","Account Takeover","Funds Transfer","9"
"2013 ","Ohio","Insurance Company","Account Takeover","Personal/Business Check","5"
